"Df"	"Sum Sq"	"Mean Sq"	"F value"	"Pr(>F)"	"Item"	"signif"	"Category3"	"keggID"	"Category1"	"Category2"
32	1.90821372159584e-09	5.963167879987e-11	NA	NA	"Residuals  "	NA	"Sesquiterpenoid and triterpenoid biosynthesis"	"Kegg286"	"Metabolism"	"Metabolism of terpenoids and polyketides"
7	2.27266555691037e-06	3.24666508130052e-07	1.07411642608503	0.402304710155746	"Plant      "	"ns"	"Shigellosis"	"Kegg287"	"Human Diseases"	"Infectious disease: bacterial"
1	2.03542369034401e-07	2.03542369034401e-07	0.673393148074683	0.417942381189512	"sex        "	"ns"	"Shigellosis"	"Kegg287"	"Human Diseases"	"Infectious disease: bacterial"
7	2.86601547996823e-06	4.09430782852605e-07	1.3545478766497	0.25806469345453	"Plant:sex  "	"ns"	"Shigellosis"	"Kegg287"	"Human Diseases"	"Infectious disease: bacterial"
32	9.67244146710335e-06	3.0226379584698e-07	NA	NA	"Residuals  "	NA	"Shigellosis"	"Kegg287"	"Human Diseases"	"Infectious disease: bacterial"
7	2.20089798200083e-08	3.14413997428689e-09	2.95839717305484	0.0165263279364135	"Plant      "	"*"	"Small cell lung cancer"	"Kegg288"	"Human Diseases"	"Cancer: specific types"
1	4.15912071223432e-10	4.15912071223432e-10	0.391341704189189	0.536031412407609	"sex        "	"ns"	"Small cell lung cancer"	"Kegg288"	"Human Diseases"	"Cancer: specific types"
7	2.31334654791472e-09	3.30478078273532e-10	0.310954798614765	0.943671919236067	"Plant:sex  "	"ns"	"Small cell lung cancer"	"Kegg288"	"Human Diseases"	"Cancer: specific types"
32	3.40091182122407e-08	1.06278494413252e-09	NA	NA	"Residuals  "	NA	"Small cell lung cancer"	"Kegg288"	"Human Diseases"	"Cancer: specific types"
7	8.31213600474288e-06	1.18744800067755e-06	5.31467324384014	0.000419286203736193	"Plant      "	"***"	"Sphingolipid metabolism"	"Kegg289"	"Metabolism"	"Lipid metabolism"
1	7.44051595563613e-07	7.44051595563613e-07	3.33015938779815	0.0773683784713566	"sex        "	"ns"	"Sphingolipid metabolism"	"Kegg289"	"Metabolism"	"Lipid metabolism"
7	1.31395221460673e-06	1.87707459229533e-07	0.84012420810611	0.56264743848668	"Plant:sex  "	"ns"	"Sphingolipid metabolism"	"Kegg289"	"Metabolism"	"Lipid metabolism"
32	7.14970314792596e-06	2.23428223372686e-07	NA	NA	"Residuals  "	NA	"Sphingolipid metabolism"	"Kegg289"	"Metabolism"	"Lipid metabolism"
7	2.40035267674397e-11	3.42907525249139e-12	0.300009915082326	0.948665938759923	"Plant      "	"ns"	"Sphingolipid signaling pathway"	"Kegg290"	"Environmental Information Processing"	"Signal transduction"
1	7.99343280904562e-13	7.99343280904562e-13	0.06993457190873	0.79312793974666	"sex        "	"ns"	"Sphingolipid signaling pathway"	"Kegg290"	"Environmental Information Processing"	"Signal transduction"
7	8.54731398409484e-11	1.22104485487069e-11	1.06829257525134	0.405866037336839	"Plant:sex  "	"ns"	"Sphingolipid signaling pathway"	"Kegg290"	"Environmental Information Processing"	"Signal transduction"
32	3.65755938598273e-10	1.1429873081196e-11	NA	NA	"Residuals  "	NA	"Sphingolipid signaling pathway"	"Kegg290"	"Environmental Information Processing"	"Signal transduction"
7	1.33386572559241e-07	1.90552246513201e-08	1.01918566358331	0.436814771419196	"Plant      "	"ns"	"Spinocerebellar ataxia"	"Kegg291"	"Human Diseases"	"Neurodegenerative disease"
1	1.63757496924486e-09	1.63757496924486e-09	0.0875871558712697	0.769179415156382	"sex        "	"ns"	"Spinocerebellar ataxia"	"Kegg291"	"Human Diseases"	"Neurodegenerative disease"
7	1.05072165700283e-07	1.50103093857547e-08	0.802839767667149	0.591027808014509	"Plant:sex  "	"ns"	"Spinocerebellar ataxia"	"Kegg291"	"Human Diseases"	"Neurodegenerative disease"
32	5.98288624565608e-07	1.86965195176752e-08	NA	NA	"Residuals  "	NA	"Spinocerebellar ataxia"	"Kegg291"	"Human Diseases"	"Neurodegenerative disease"
7	9.1899940032324e-09	1.31285628617606e-09	1.48483764368745	0.207937403654882	"Plant      "	"ns"	"Staphylococcus aureus infection"	"Kegg292"	"Human Diseases"	"Infectious disease: bacterial"
1	1.88976688695724e-09	1.88976688695724e-09	2.13732229574127	0.153504580737858	"sex        "	"ns"	"Staphylococcus aureus infection"	"Kegg292"	"Human Diseases"	"Infectious disease: bacterial"
7	1.27463312482888e-08	1.82090446404126e-09	2.059439043128	0.0776042823100206	"Plant:sex  "	"ns"	"Staphylococcus aureus infection"	"Kegg292"	"Human Diseases"	"Infectious disease: bacterial"
32	2.82935991933115e-08	8.84174974790983e-10	NA	NA	"Residuals  "	NA	"Staphylococcus aureus infection"	"Kegg292"	"Human Diseases"	"Infectious disease: bacterial"
7	1.52417515438918e-05	2.17739307769882e-06	3.61377578049337	0.00558211621758879	"Plant      "	"**"	"Starch and sucrose metabolism"	"Kegg293"	"Metabolism"	"Carbohydrate metabolism"
1	6.23945578291089e-07	6.23945578291089e-07	1.03555000806618	0.316491221030223	"sex        "	"ns"	"Starch and sucrose metabolism"	"Kegg293"	"Metabolism"	"Carbohydrate metabolism"
7	2.12736619285735e-06	3.03909456122479e-07	0.504392451343246	0.824211680050848	"Plant:sex  "	"ns"	"Starch and sucrose metabolism"	"Kegg293"	"Metabolism"	"Carbohydrate metabolism"
32	1.92808250203198e-05	6.02525781884995e-07	NA	NA	"Residuals  "	NA	"Starch and sucrose metabolism"	"Kegg293"	"Metabolism"	"Carbohydrate metabolism"
7	3.10442564016212e-09	4.43489377166017e-10	1.43238722645624	0.226950500211062	"Plant      "	"ns"	"Staurosporine biosynthesis"	"Kegg294"	"Metabolism"	"Biosynthesis of other secondary metabolites"
1	1.05821870157673e-09	1.05821870157673e-09	3.41784725627867	0.0737531969975819	"sex        "	"ns"	"Staurosporine biosynthesis"	"Kegg294"	"Metabolism"	"Biosynthesis of other secondary metabolites"
7	1.24922770712508e-09	1.78461101017869e-10	0.57639577107981	0.769655233976721	"Plant:sex  "	"ns"	"Staurosporine biosynthesis"	"Kegg294"	"Metabolism"	"Biosynthesis of other secondary metabolites"
32	9.90769800734897e-09	3.09615562729655e-10	NA	NA	"Residuals  "	NA	"Staurosporine biosynthesis"	"Kegg294"	"Metabolism"	"Biosynthesis of other secondary metabolites"
7	6.96652287535848e-10	9.9521755362264e-11	1.08986177332166	0.392792998687536	"Plant      "	"ns"	"Steroid biosynthesis"	"Kegg295"	"Metabolism"	"Lipid metabolism"
1	1.34126649965265e-10	1.34126649965265e-10	1.46881963696015	0.234405127052307	"sex        "	"ns"	"Steroid biosynthesis"	"Kegg295"	"Metabolism"	"Lipid metabolism"
7	6.23256504860091e-10	8.90366435514416e-11	0.975039416038845	0.466014636600621	"Plant:sex  "	"ns"	"Steroid biosynthesis"	"Kegg295"	"Metabolism"	"Lipid metabolism"
32	2.9221101698853e-09	9.13159428089155e-11	NA	NA	"Residuals  "	NA	"Steroid biosynthesis"	"Kegg295"	"Metabolism"	"Lipid metabolism"
7	6.28816983613712e-10	8.98309976591018e-11	1.23157289476938	0.314853974256034	"Plant      "	"ns"	"Steroid degradation"	"Kegg296"	"Metabolism"	"Xenobiotics biodegradation and metabolism"
1	1.1850530147343e-09	1.1850530147343e-09	16.2469438149852	0.000321218270218263	"sex        "	"***"	"Steroid degradation"	"Kegg296"	"Metabolism"	"Xenobiotics biodegradation and metabolism"
7	3.93729749867611e-10	5.62471071239444e-11	0.771141525177313	0.615592010974827	"Plant:sex  "	"ns"	"Steroid degradation"	"Kegg296"	"Metabolism"	"Xenobiotics biodegradation and metabolism"
32	2.33408183738044e-09	7.29400574181389e-11	NA	NA	"Residuals  "	NA	"Steroid degradation"	"Kegg296"	"Metabolism"	"Xenobiotics biodegradation and metabolism"
7	6.82209130352008e-10	9.7458447193144e-11	1.92824618662316	0.097428140924014	"Plant      "	"ns"	"Steroid hormone biosynthesis"	"Kegg297"	"Metabolism"	"Lipid metabolism"
1	2.93749719310796e-11	2.93749719310796e-11	0.581193105775763	0.451428178823288	"sex        "	"ns"	"Steroid hormone biosynthesis"	"Kegg297"	"Metabolism"	"Lipid metabolism"
7	1.62200082878019e-10	2.31714404111456e-11	0.458454273571685	0.856932929653488	"Plant:sex  "	"ns"	"Steroid hormone biosynthesis"	"Kegg297"	"Metabolism"	"Lipid metabolism"
32	1.61736106717897e-09	5.05425333493427e-11	NA	NA	"Residuals  "	NA	"Steroid hormone biosynthesis"	"Kegg297"	"Metabolism"	"Lipid metabolism"
7	7.97314553787261e-07	1.13902079112466e-07	1.48556932121575	0.207682783629993	"Plant      "	"ns"	"Streptomycin biosynthesis"	"Kegg298"	"Metabolism"	"Biosynthesis of other secondary metabolites"
1	1.34054417288366e-07	1.34054417288366e-07	1.74840644919585	0.195450983891674	"sex        "	"ns"	"Streptomycin biosynthesis"	"Kegg298"	"Metabolism"	"Biosynthesis of other secondary metabolites"
7	1.23550734555596e-07	1.76501049365137e-08	0.230201719004915	0.974918078543704	"Plant:sex  "	"ns"	"Streptomycin biosynthesis"	"Kegg298"	"Metabolism"	"Biosynthesis of other secondary metabolites"
32	2.45351494510942e-06	7.66723420346693e-08	NA	NA	"Residuals  "	NA	"Streptomycin biosynthesis"	"Kegg298"	"Metabolism"	"Biosynthesis of other secondary metabolites"
7	3.23878621153024e-07	4.6268374450432e-08	6.47431694788402	8.62419315527273e-05	"Plant      "	"***"	"Styrene degradation"	"Kegg299"	"Metabolism"	"Xenobiotics biodegradation and metabolism"
1	2.25007014024806e-09	2.25007014024806e-09	0.314851503126446	0.578626748417955	"sex        "	"ns"	"Styrene degradation"	"Kegg299"	"Metabolism"	"Xenobiotics biodegradation and metabolism"
7	1.41444037534643e-07	2.02062910763776e-08	2.8274590219248	0.0206344056083778	"Plant:sex  "	"*"	"Styrene degradation"	"Kegg299"	"Metabolism"	"Xenobiotics biodegradation and metabolism"
32	2.28686360944643e-07	7.14644877952009e-09	NA	NA	"Residuals  "	NA	"Styrene degradation"	"Kegg299"	"Metabolism"	"Xenobiotics biodegradation and metabolism"
7	2.5720028063905e-06	3.674289723415e-07	1.22469821495774	0.318319551190556	"Plant      "	"ns"	"Sulfur metabolism"	"Kegg300"	"Metabolism"	"Energy metabolism"
1	9.93280302481438e-08	9.93280302481438e-08	0.331075855463864	0.569050584060004	"sex        "	"ns"	"Sulfur metabolism"	"Kegg300"	"Metabolism"	"Energy metabolism"
7	1.64395437493074e-06	2.34850624990105e-07	0.782793853664235	0.606520733158451	"Plant:sex  "	"ns"	"Sulfur metabolism"	"Kegg300"	"Metabolism"	"Energy metabolism"
32	9.6005097184972e-06	3.00015928703038e-07	NA	NA	"Residuals  "	NA	"Sulfur metabolism"	"Kegg300"	"Metabolism"	"Energy metabolism"
7	7.98917881449283e-07	1.14131125921326e-07	1.32642996593442	0.270200583379143	"Plant      "	"ns"	"Sulfur relay system"	"Kegg301"	"Genetic Information Processing"	"Folding, sorting and degradation"
1	3.0299710203426e-08	3.0299710203426e-08	0.352142706457287	0.557074188172811	"sex        "	"ns"	"Sulfur relay system"	"Kegg301"	"Genetic Information Processing"	"Folding, sorting and degradation"
7	1.64893595223647e-07	2.35562278890924e-08	0.273770071961008	0.959688850144963	"Plant:sex  "	"ns"	"Sulfur relay system"	"Kegg301"	"Genetic Information Processing"	"Folding, sorting and degradation"
32	2.75340283564056e-06	8.60438386137674e-08	NA	NA	"Residuals  "	NA	"Sulfur relay system"	"Kegg301"	"Genetic Information Processing"	"Folding, sorting and degradation"
7	3.55438549548446e-09	5.0776935649778e-10	1.5356366463462	0.190926385498083	"Plant      "	"ns"	"Systemic lupus erythematosus"	"Kegg302"	"Human Diseases"	"Immune disease"
1	3.47044176739456e-09	3.47044176739456e-09	10.4955871968711	0.00279008163625932	"sex        "	"**"	"Systemic lupus erythematosus"	"Kegg302"	"Human Diseases"	"Immune disease"
7	1.62393204142541e-09	2.31990291632201e-10	0.70160357033776	0.670471520790714	"Plant:sex  "	"ns"	"Systemic lupus erythematosus"	"Kegg302"	"Human Diseases"	"Immune disease"
32	1.05810312918684e-08	3.30657227870888e-10	NA	NA	"Residuals  "	NA	"Systemic lupus erythematosus"	"Kegg302"	"Human Diseases"	"Immune disease"
7	2.1450589129176e-07	3.06436987559657e-08	1.8344046373183	0.114589836046357	"Plant      "	"ns"	"Taurine and hypotaurine metabolism"	"Kegg303"	"Metabolism"	"Metabolism of other amino acids"
1	2.38821256686732e-08	2.38821256686732e-08	1.4296408023233	0.24060853860082	"sex        "	"ns"	"Taurine and hypotaurine metabolism"	"Kegg303"	"Metabolism"	"Metabolism of other amino acids"
7	3.32224308995016e-08	4.74606155707165e-09	0.284110524601585	0.955507538200778	"Plant:sex  "	"ns"	"Taurine and hypotaurine metabolism"	"Kegg303"	"Metabolism"	"Metabolism of other amino acids"
32	5.3455946427634e-07	1.67049832586356e-08	NA	NA	"Residuals  "	NA	"Taurine and hypotaurine metabolism"	"Kegg303"	"Metabolism"	"Metabolism of other amino acids"
7	8.23820282303444e-07	1.17688611757635e-07	3.31776156573175	0.00906256855842479	"Plant      "	"**"	"Teichoic acid biosynthesis"	"Kegg304"	"Metabolism"	"Glycan biosynthesis and metabolism"
1	2.30249820520257e-09	2.30249820520257e-09	0.0649097643034424	0.800527955402558	"sex        "	"ns"	"Teichoic acid biosynthesis"	"Kegg304"	"Metabolism"	"Glycan biosynthesis and metabolism"
7	1.97815526061733e-07	2.82593608659618e-08	0.79666010120261	0.595787816500801	"Plant:sex  "	"ns"	"Teichoic acid biosynthesis"	"Kegg304"	"Metabolism"	"Glycan biosynthesis and metabolism"
32	1.13511338944385e-06	3.54722934201204e-08	NA	NA	"Residuals  "	NA	"Teichoic acid biosynthesis"	"Kegg304"	"Metabolism"	"Glycan biosynthesis and metabolism"
7	2.13090054955111e-07	3.04414364221588e-08	1.72313964577761	0.138770725787434	"Plant      "	"ns"	"Terpenoid backbone biosynthesis"	"Kegg305"	"Metabolism"	"Metabolism of terpenoids and polyketides"
1	4.45480285909917e-08	4.45480285909917e-08	2.52164428582929	0.1221265853194	"sex        "	"ns"	"Terpenoid backbone biosynthesis"	"Kegg305"	"Metabolism"	"Metabolism of terpenoids and polyketides"
7	2.45764629839434e-07	3.51092328342049e-08	1.98736058937804	0.0879419096938128	"Plant:sex  "	"ns"	"Terpenoid backbone biosynthesis"	"Kegg305"	"Metabolism"	"Metabolism of terpenoids and polyketides"
32	5.6532038357778e-07	1.76662619868056e-08	NA	NA	"Residuals  "	NA	"Terpenoid backbone biosynthesis"	"Kegg305"	"Metabolism"	"Metabolism of terpenoids and polyketides"
7	5.71912509116359e-08	8.17017870166227e-09	5.11804240451322	0.000556064638396739	"Plant      "	"***"	"Th17 cell differentiation"	"Kegg306"	"Organismal Systems"	"Immune system"
1	5.09340629017895e-09	5.09340629017895e-09	3.19066085681168	0.0835391802344844	"sex        "	"ns"	"Th17 cell differentiation"	"Kegg306"	"Organismal Systems"	"Immune system"
7	1.36055945087866e-08	1.94365635839809e-09	1.21756402464725	0.321949429599967	"Plant:sex  "	"ns"	"Th17 cell differentiation"	"Kegg306"	"Organismal Systems"	"Immune system"
32	5.10831481627904e-08	1.5963483800872e-09	NA	NA	"Residuals  "	NA	"Th17 cell differentiation"	"Kegg306"	"Organismal Systems"	"Immune system"
7	4.84736391170902e-07	6.92480558815574e-08	2.88560376292789	0.0186937074144248	"Plant      "	"*"	"Thermogenesis"	"Kegg307"	"Organismal Systems"	"Environmental adaptation"
1	2.87739387151182e-08	2.87739387151182e-08	1.19902551448689	0.281690094146042	"sex        "	"ns"	"Thermogenesis"	"Kegg307"	"Organismal Systems"	"Environmental adaptation"
7	5.46519340662034e-08	7.80741915231478e-09	0.32533935859815	0.936765365148159	"Plant:sex  "	"ns"	"Thermogenesis"	"Kegg307"	"Organismal Systems"	"Environmental adaptation"
32	7.67928645186347e-07	2.39977701620733e-08	NA	NA	"Residuals  "	NA	"Thermogenesis"	"Kegg307"	"Organismal Systems"	"Environmental adaptation"
7	4.29158430320727e-07	6.13083471886752e-08	0.716833622100081	0.658369704296502	"Plant      "	"ns"	"Thiamine metabolism"	"Kegg308"	"Metabolism"	"Metabolism of cofactors and vitamins"
1	4.79777340276909e-07	4.79777340276909e-07	5.6096852125834	0.0240671582236028	"sex        "	"*"	"Thiamine metabolism"	"Kegg308"	"Metabolism"	"Metabolism of cofactors and vitamins"
7	7.57748893711496e-07	1.08249841958785e-07	1.26568615631202	0.298121611209879	"Plant:sex  "	"ns"	"Thiamine metabolism"	"Kegg308"	"Metabolism"	"Metabolism of cofactors and vitamins"
32	2.73685141091736e-06	8.55266065911674e-08	NA	NA	"Residuals  "	NA	"Thiamine metabolism"	"Kegg308"	"Metabolism"	"Metabolism of cofactors and vitamins"
7	7.80756232813784e-09	1.11536604687683e-09	1.99549871891605	0.0867095356484851	"Plant      "	"ns"	"Thyroid hormone signaling pathway"	"Kegg309"	"Organismal Systems"	"Endocrine system"
1	1.38742235796472e-09	1.38742235796472e-09	2.48223401247196	0.12497472403149	"sex        "	"ns"	"Thyroid hormone signaling pathway"	"Kegg309"	"Organismal Systems"	"Endocrine system"
7	4.27014961414494e-09	6.10021373449278e-10	1.09138777591269	0.391880215471006	"Plant:sex  "	"ns"	"Thyroid hormone signaling pathway"	"Kegg309"	"Organismal Systems"	"Endocrine system"
32	1.7886111958742e-08	5.58940998710689e-10	NA	NA	"Residuals  "	NA	"Thyroid hormone signaling pathway"	"Kegg309"	"Organismal Systems"	"Endocrine system"
7	1.12278563459425e-07	1.60397947799179e-08	4.06032999491451	0.00273851899667522	"Plant      "	"**"	"Thyroid hormone synthesis"	"Kegg310"	"Organismal Systems"	"Endocrine system"
1	3.76362266540867e-09	3.76362266540867e-09	0.952727276600302	0.336347640544331	"sex        "	"ns"	"Thyroid hormone synthesis"	"Kegg310"	"Organismal Systems"	"Endocrine system"
7	5.80557535743362e-08	8.29367908204802e-09	2.09947037397239	0.0723944259992665	"Plant:sex  "	"ns"	"Thyroid hormone synthesis"	"Kegg310"	"Organismal Systems"	"Endocrine system"
32	1.26411753133425e-07	3.95036728541952e-09	NA	NA	"Residuals  "	NA	"Thyroid hormone synthesis"	"Kegg310"	"Organismal Systems"	"Endocrine system"
7	6.9293124733297e-11	9.89901781904242e-12	1.09897929291605	0.387363176093112	"Plant      "	"ns"	"Toll and Imd signaling pathway"	"Kegg311"	"Organismal Systems"	"Immune system"
1	8.01162889855685e-12	8.01162889855685e-12	0.889443217801335	0.352694571499478	"sex        "	"ns"	"Toll and Imd signaling pathway"	"Kegg311"	"Organismal Systems"	"Immune system"
7	9.51446597040732e-11	1.3592094243439e-11	1.50898103165027	0.199685354696932	"Plant:sex  "	"ns"	"Toll and Imd signaling pathway"	"Kegg311"	"Organismal Systems"	"Immune system"
32	2.88238888804572e-10	9.00746527514287e-12	NA	NA	"Residuals  "	NA	"Toll and Imd signaling pathway"	"Kegg311"	"Organismal Systems"	"Immune system"
7	1.07903720071841e-07	1.54148171531201e-08	1.49029132399854	0.206046421609516	"Plant      "	"ns"	"Toluene degradation"	"Kegg312"	"Metabolism"	"Xenobiotics biodegradation and metabolism"
1	4.81739446525903e-08	4.81739446525903e-08	4.65741572186016	0.0385288186440604	"sex        "	"*"	"Toluene degradation"	"Kegg312"	"Metabolism"	"Xenobiotics biodegradation and metabolism"
7	6.38837269004976e-08	9.12624670007109e-09	0.882317716952831	0.531325532447409	"Plant:sex  "	"ns"	"Toluene degradation"	"Kegg312"	"Metabolism"	"Xenobiotics biodegradation and metabolism"
32	3.30991760440743e-07	1.03434925137732e-08	NA	NA	"Residuals  "	NA	"Toluene degradation"	"Kegg312"	"Metabolism"	"Xenobiotics biodegradation and metabolism"
7	2.20089798200083e-08	3.14413997428689e-09	2.95839717305484	0.0165263279364135	"Plant      "	"*"	"Toxoplasmosis"	"Kegg313"	"Human Diseases"	"Infectious disease: parasitic"
1	4.15912071223432e-10	4.15912071223432e-10	0.391341704189189	0.536031412407609	"sex        "	"ns"	"Toxoplasmosis"	"Kegg313"	"Human Diseases"	"Infectious disease: parasitic"
7	2.31334654791472e-09	3.30478078273532e-10	0.310954798614765	0.943671919236067	"Plant:sex  "	"ns"	"Toxoplasmosis"	"Kegg313"	"Human Diseases"	"Infectious disease: parasitic"
32	3.40091182122407e-08	1.06278494413252e-09	NA	NA	"Residuals  "	NA	"Toxoplasmosis"	"Kegg313"	"Human Diseases"	"Infectious disease: parasitic"
7	3.50924112350591e-08	5.01320160500845e-09	1.04415321785566	0.420874842063335	"Plant      "	"ns"	"Tropane, piperidine and pyridine alkaloid biosynthesis"	"Kegg314"	"Metabolism"	"Biosynthesis of other secondary metabolites"
